cname,iso2,iso3,group,grtype,aptjob,xptjob
United Kingdom,uk,gbr,21,2,.0056935449199582,.0240925054094074
United Kingdom,uk,gbr,22,2,.0053007454123239,.0229295656203102
United Kingdom,uk,gbr,23,2,.0051121943316388,.031854034981214
United Kingdom,uk,gbr,24,2,.0047443342306444,.0234537390531328
United Kingdom,uk,gbr,25,2,.0049098514045899,.0302088162373745
United Kingdom,uk,gbr,26,2,.0039510502894068,.0345639453569224
United Kingdom,uk,gbr,27,2,.0061165720056608,.0176626231036811
United Kingdom,uk,gbr,28,2,.0038701771084584,.0384872533249715
United Kingdom,uk,gbr,29,2,.0047551141939633,.0361441457666773
United Kingdom,uk,gbr,30,2,.00587821550242,.0366326190262992
United Kingdom,uk,gbr,31,2,.0054801946561128,.0311213239360873
United Kingdom,uk,gbr,32,2,.0049762767988564,.0344671485824053
United Kingdom,uk,gbr,33,2,.0045209763925877,.0380475773475933
United Kingdom,uk,gbr,34,2,.0050058263980633,.0436492638246779
United Kingdom,uk,gbr,35,2,.0024049374533114,.0422175090515533
United Kingdom,uk,gbr,36,2,.0091728569275858,.0374075431525743
United Kingdom,uk,gbr,37,2,.0033643055588897,.0498126999370411
United Kingdom,uk,gbr,38,2,.00278663752391,.0369990249983888
United Kingdom,uk,gbr,39,2,.0043789647497294,.0351868439062015
United Kingdom,uk,gbr,40,2,.0066908466572711,.046419892983635
United Kingdom,uk,gbr,41,2,.0046965648234567,.0396870203075763
United Kingdom,uk,gbr,42,2,.0051177089399402,.0390710825631622
United Kingdom,uk,gbr,43,2,.0035004424409564,.0464447607560126
United Kingdom,uk,gbr,44,2,.0057005116165369,.0442843595677439
United Kingdom,uk,gbr,45,2,.0038169840944728,.0382712000470966
United Kingdom,uk,gbr,46,2,.0042236001051564,.0420367066924863
United Kingdom,uk,gbr,47,2,.0065480582317231,.0341289987699253
United Kingdom,uk,gbr,48,2,.008770757352355,.0409061033712546
United Kingdom,uk,gbr,49,2,.005098889746632,.0446713763324563
United Kingdom,uk,gbr,50,2,.0031538563706749,.0490684118669284
United Kingdom,uk,gbr,51,2,.0059633806646739,.048599208225846
United Kingdom,uk,gbr,52,2,.0032152535832645,.0397385395255697
United Kingdom,uk,gbr,53,2,.0065841896361072,.0482863721086525
United Kingdom,uk,gbr,54,2,.0067586142614739,.0586058601158346
United Kingdom,uk,gbr,55,2,.0026463368368368,.0597385919831285
United Kingdom,uk,gbr,56,2,.0053417220005808,.0439419724486399
United Kingdom,uk,gbr,57,2,.0069561609313872,.0546763247734261
United Kingdom,uk,gbr,58,2,.0048839052757767,.0437962340326057
United Kingdom,uk,gbr,59,2,.005806375845887,.0510922429130071
United Kingdom,uk,gbr,60,2,.005233804914301,.0492203696904109
United Kingdom,uk,gbr,61,2,.0060945545484526,.0477139023505342
United Kingdom,uk,gbr,62,2,.0040967525893477,.066060787424194
United Kingdom,uk,gbr,63,2,.0048925545200602,.061267075493881
United Kingdom,uk,gbr,64,2,.0054296252114011,.0491351656089472
United Kingdom,uk,gbr,65,2,.0059804311021613,.0552522768861454
United Kingdom,uk,gbr,66,2,.0049532861950734,.0539062397487893
United Kingdom,uk,gbr,67,2,.0036870625976973,.0600251536873425
United Kingdom,uk,gbr,68,2,.0063256056772074,.0514782585618951
United Kingdom,uk,gbr,69,2,.0115617149932147,.0498825248105425
United Kingdom,uk,gbr,70,2,.0054496882362541,.0560263816424561
United Kingdom,uk,gbr,71,2,.0049833633765908,.0536084240691623
United Kingdom,uk,gbr,72,2,.0045698697392236,.0524669260717766
United Kingdom,uk,gbr,73,2,.0048673878332,.0547859873867919
United Kingdom,uk,gbr,74,2,.0036469161809111,.0566295757803043
United Kingdom,uk,gbr,75,2,.0045757669375098,.0645116135992343
United Kingdom,uk,gbr,76,2,.0042925838776394,.0578158550852269
United Kingdom,uk,gbr,77,2,.0077109397193376,.0502008584171925
United Kingdom,uk,gbr,78,2,.0036397515603179,.0632715240137126
United Kingdom,uk,gbr,79,2,.0046569265953558,.0515248180637977
United Kingdom,uk,gbr,80,2,.0055771439576808,.0573474675841942
United Kingdom,uk,gbr,81,2,.004538772787327,.0636700315299542
United Kingdom,uk,gbr,82,2,.0061955233553136,.0549101370031654
United Kingdom,uk,gbr,83,2,.0036870590394151,.0563493901870099
United Kingdom,uk,gbr,84,2,.0034826756127093,.0625062438016375
United Kingdom,uk,gbr,85,2,.0047108529174682,.0529468186933424
United Kingdom,uk,gbr,86,2,.0037191510993106,.0600439843126344
United Kingdom,uk,gbr,87,2,.0031909188079276,.0579551825042196
United Kingdom,uk,gbr,88,2,.0062766363295585,.0495384644167025
United Kingdom,uk,gbr,89,2,.006576252327534,.0640090587049884
United Kingdom,uk,gbr,90,2,.0028765262657722,.0555353966517759
United Kingdom,uk,gbr,91,2,.0028640391560411,.0589593582255205
United Kingdom,uk,gbr,92,2,.003186419524386,.0559907193298595
United Kingdom,uk,gbr,93,2,.0037313727571986,.0575492296476728
United Kingdom,uk,gbr,94,2,.0033834831652463,.0591018023471728
United Kingdom,uk,gbr,95,2,.00279728391826,.0608731839071657
United Kingdom,uk,gbr,96,2,.0026395871310349,.0506103780320903
United Kingdom,uk,gbr,97,2,.0047182336290498,.0595667809679966
United Kingdom,uk,gbr,98,2,.0050526803179538,.0523911504372335
United Kingdom,uk,gbr,99,2,.0032873028594438,.0515265364902252
United Kingdom,uk,gbr,100,2,.0039497151486766,.050430121806063
United States,us,usa,1,1,.0026449478334344,.0068008640077521
United States,us,usa,2,1,.0020368924845104,.0087366919649437
United States,us,usa,3,1,.0022300985009349,.0154359837965067
United States,us,usa,4,1,.0020326822669413,.0181143000269813
United States,us,usa,5,1,.002054543810612,.0189792624990501
United States,us,usa,6,1,.0018259457560198,.0197212738770741
United States,us,usa,7,1,.0019644889676189,.0188890610914092
United States,us,usa,8,1,.0016626107778487,.0191570257568976
United States,us,usa,9,1,.0013924313681604,.0190934264273501
United States,us,usa,10,1,.0011741876070863,.0181225421668159
United States,us,usa,1,2,.0027618288514896,.0071152843760228
United States,us,usa,2,2,.,.
United States,us,usa,3,2,.,.
United States,us,usa,4,2,.,.
United States,us,usa,5,2,.,.
United States,us,usa,6,2,.,.
United States,us,usa,7,2,.,.
United States,us,usa,8,2,.,.
United States,us,usa,9,2,.00258124557374,.0051221052773721
United States,us,usa,10,2,.0013086267455716,.0054492817858921
United States,us,usa,11,2,.0013347050883388,.0052206205209574
United States,us,usa,12,2,.0011596796750648,.0047365698363937
United States,us,usa,13,2,.0020217000420815,.0061263052813061
United States,us,usa,14,2,.0016698291200458,.0075279833189142
United States,us,usa,15,2,.0023705671350764,.0083821762597674
United States,us,usa,16,2,.0026600688192731,.0097328165441676
United States,us,usa,17,2,.0020057037957388,.0103102245428337
United States,us,usa,18,2,.0024212867500152,.0115112177561665
United States,us,usa,19,2,.0022774728896018,.0111668337661275
United States,us,usa,20,2,.0023975288328568,.0124188981658042
United States,us,usa,21,2,.0022395539001217,.0131672909912408
United States,us,usa,22,2,.0023076427488736,.0132238181019251
United States,us,usa,23,2,.0019393575308084,.0150776392050399
United States,us,usa,24,2,.0022893914212092,.0145251288883894
United States,us,usa,25,2,.0022497145077351,.0160899303246859
United States,us,usa,26,2,.0022492985721521,.0145127531717534
United States,us,usa,27,2,.0022884248738778,.0177020546258469
United States,us,usa,28,2,.0022105749335797,.0160409258935335
United States,us,usa,29,2,.0024375651250809,.0172848093701144
United States,us,usa,30,2,.0021187218254005,.016755204673362
United States,us,usa,31,2,.0017191556645853,.0171841533582529
United States,us,usa,32,2,.0022989012284288,.0163099760660865
United States,us,usa,33,2,.0020392154161244,.0177961072962814
United States,us,usa,34,2,.0019713111653195,.0191451888204079
United States,us,usa,35,2,.0018275572413229,.0175912680550742
United States,us,usa,36,2,.0018839212460789,.0190190454883732
United States,us,usa,37,2,.0023385998634741,.01749759574523
United States,us,usa,38,2,.002251630738943,.0179222204423517
United States,us,usa,39,2,.0019378901810559,.0191114568124474
United States,us,usa,40,2,.0020047667625255,.0197663602984871
United States,us,usa,41,2,.0019743943869438,.018900662135891
United States,us,usa,42,2,.0010920882197098,.0198042244315906
United States,us,usa,43,2,.0027682426945802,.0189277964775994
United States,us,usa,44,2,.0022077036405941,.0184747124226745
United States,us,usa,45,2,.0011840633337126,.0201301091351409
United States,us,usa,46,2,.0025460428452797,.0182739939496773
United States,us,usa,47,2,.0018480569552154,.0197371158968826
United States,us,usa,48,2,.0028648688494086,.0181077073258442
United States,us,usa,49,2,.0018317759475621,.0175774071857075
United States,us,usa,50,2,.0021409252321242,.0198810721612432
United States,us,usa,51,2,.0016091413563481,.0212860218144797
United States,us,usa,52,2,.0016032404016088,.0202066882330249
United States,us,usa,53,2,.0033762687384442,.0174457025809111
United States,us,usa,54,2,.0018008839064716,.0198065840046275
United States,us,usa,55,2,.0014781814546867,.0186990205862635
United States,us,usa,56,2,.0015767636070217,.0193441865088067
United States,us,usa,57,2,.0019900106761884,.020146880896098
United States,us,usa,58,2,.0018659217926213,.0189428952572781
United States,us,usa,59,2,.0018336818639524,.0215586699150905
United States,us,usa,60,2,.0011264301498026,.0197589185338347
United States,us,usa,61,2,.0034248464607109,.0167821201137561
United States,us,usa,62,2,.001699611718678,.0190638547929758
United States,us,usa,63,2,.0016851147704617,.0185543359206932
United States,us,usa,64,2,.0013736560866745,.0204953879449612
United States,us,usa,65,2,.0025240242244089,.0182390885298209
United States,us,usa,66,2,.0013113834612228,.0197924013436696
United States,us,usa,67,2,.0014167068433279,.0204142020458572
United States,us,usa,68,2,.0027078314420176,.0161176606459492
United States,us,usa,69,2,.0016737908997982,.0195481691654342
United States,us,usa,70,2,.0018316330498689,.019865704901755
United States,us,usa,71,2,.0021338014234803,.0191078576474386
United States,us,usa,72,2,.001424968930057,.0209040941346619
United States,us,usa,73,2,.0015359894675372,.0196246956510238
United States,us,usa,74,2,.0019152557324348,.0181636419593163
United States,us,usa,75,2,.0012870830284569,.0188016850541743
United States,us,usa,76,2,.0018548232055543,.0191999329896587
United States,us,usa,77,2,.0019982647785167,.0190028616400534
United States,us,usa,78,2,.0010174639914194,.0192468408974286
United States,us,usa,79,2,.0021260251063057,.0183292668617844
United States,us,usa,80,2,.0013428862235658,.0191720228318898
United States,us,usa,81,2,.0014758985806553,.0203175086164749
United States,us,usa,82,2,.001041367615196,.0201839325295813
United States,us,usa,83,2,.0017753004179899,.018344756330182
United States,us,usa,84,2,.0015790203828484,.0186018151744361
United States,us,usa,85,2,.0013052072512126,.0187530727394229
United States,us,usa,86,2,.0020932888409348,.0168810227523693
United States,us,usa,87,2,.0011086333297695,.0188407339349813
United States,us,usa,88,2,.0011629734231622,.0191045076247542
United States,us,usa,89,2,.0010879196692646,.0201872907288624
United States,us,usa,90,2,.0012931898827251,.0197217916402846
United States,us,usa,91,2,.0012243255502759,.0187962360327735
United States,us,usa,92,2,.0011256748624569,.019116655605788
United States,us,usa,93,2,.0010659229594491,.0180767091062256
United States,us,usa,94,2,.0012378851600674,.0195255778406793
United States,us,usa,95,2,.0012795945401477,.0181479707295541
United States,us,usa,96,2,.0010667636423122,.0180537305073429
United States,us,usa,97,2,.0011435770406775,.0179937943879174
United States,us,usa,98,2,.0011217795653789,.0173226552253815
United States,us,usa,99,2,.001161855595984,.016605460214343
United States,us,usa,100,2,.0013139728537353,.0175879671163366
