cname,iso2,iso3,group,grtype,aisolt,xisolt
United Kingdom,uk,gbr,22,2,.0416012313271911,.0932674948145444
United Kingdom,uk,gbr,23,2,.035174866632597,.0941560232463203
United Kingdom,uk,gbr,24,2,.0517551963047094,.096866465736589
United Kingdom,uk,gbr,25,2,.0711677250298369,.0862723711055042
United Kingdom,uk,gbr,26,2,.0268360286988096,.1095787179498909
United Kingdom,uk,gbr,27,2,.043701079213192,.0937077664737185
United Kingdom,uk,gbr,28,2,.0237745121911328,.1108153910580651
United Kingdom,uk,gbr,29,2,.0587537763820715,.1002261933954364
United Kingdom,uk,gbr,30,2,.0649261240179061,.0988275118817784
United Kingdom,uk,gbr,31,2,.0254825188766244,.1064514720548262
United Kingdom,uk,gbr,32,2,.0325341893760885,.1023932919826331
United Kingdom,uk,gbr,33,2,.0692629522900614,.0954829076796221
United Kingdom,uk,gbr,34,2,.064847249182863,.101109195328189
United Kingdom,uk,gbr,35,2,.0220096823775321,.1158709685044937
United Kingdom,uk,gbr,36,2,.0351892581029082,.0963185510352916
United Kingdom,uk,gbr,37,2,.0243406463046459,.1066179084314052
United Kingdom,uk,gbr,38,2,.0283347377269898,.102121202622459
United Kingdom,uk,gbr,39,2,.040434232728628,.1005052894156237
United Kingdom,uk,gbr,40,2,.0315523080469575,.1126620301462016
United Kingdom,uk,gbr,41,2,.0877053260246018,.0951785186056286
United Kingdom,uk,gbr,42,2,.033241101350102,.1085464533477479
United Kingdom,uk,gbr,43,2,.0335178269553424,.1147573197672846
United Kingdom,uk,gbr,44,2,.0653561887244019,.1042578392147703
United Kingdom,uk,gbr,45,2,.0367398294847128,.1122916895224132
United Kingdom,uk,gbr,46,2,.0340236887415812,.1109591247059992
United Kingdom,uk,gbr,47,2,.0525318601226196,.1006021022153231
United Kingdom,uk,gbr,48,2,.0696516606449905,.0955458126390875
United Kingdom,uk,gbr,49,2,.0460475297768441,.1045478617841614
United Kingdom,uk,gbr,50,2,.0218818140711558,.1223874063726768
United Kingdom,uk,gbr,51,2,.055980680423103,.1117700912865477
United Kingdom,uk,gbr,52,2,.0379271797442021,.1112487325032118
United Kingdom,uk,gbr,53,2,.0286679382801273,.1113226219359771
United Kingdom,uk,gbr,54,2,.1150317016594535,.1043207310389378
United Kingdom,uk,gbr,55,2,.022711113825145,.126878151366224
United Kingdom,uk,gbr,56,2,.0305852721503315,.1098918981326236
United Kingdom,uk,gbr,57,2,.0694940143793958,.1037944924560118
United Kingdom,uk,gbr,58,2,.036451045626427,.1164408579163641
United Kingdom,uk,gbr,59,2,.0285083682062104,.1024334639197176
United Kingdom,uk,gbr,60,2,.0488167982436704,.1043078904129348
United Kingdom,uk,gbr,61,2,.0760226119128865,.1067603568094663
United Kingdom,uk,gbr,62,2,.0202750284924814,.1266761700310855
United Kingdom,uk,gbr,63,2,.0362149204387904,.1175655000893714
United Kingdom,uk,gbr,64,2,.0345517979587563,.123404061491551
United Kingdom,uk,gbr,65,2,.0294531535298185,.1160728189740504
United Kingdom,uk,gbr,66,2,.0261411673050919,.1063322492826641
United Kingdom,uk,gbr,67,2,.0212415659338382,.1132895437839626
United Kingdom,uk,gbr,68,2,.0885816010585476,.1016372437335435
United Kingdom,uk,gbr,69,2,.0754106005377379,.0907938340094529
United Kingdom,uk,gbr,70,2,.0357554738811073,.114742557305296
United Kingdom,uk,gbr,71,2,.0691438619982489,.1049822619980844
United Kingdom,uk,gbr,72,2,.093565909454709,.103968139596804
United Kingdom,uk,gbr,73,2,.0164250044701515,.1148644248247732
United Kingdom,uk,gbr,74,2,.0732270023155893,.1109973611141894
United Kingdom,uk,gbr,75,2,.0228650533821909,.1156290047478933
United Kingdom,uk,gbr,76,2,.0447734018534277,.1217275621819552
United Kingdom,uk,gbr,77,2,.0299455999282954,.107597694437043
United Kingdom,uk,gbr,78,2,.0933819420135654,.1134984540609681
United Kingdom,uk,gbr,79,2,.0571486113744187,.107964738810938
United Kingdom,uk,gbr,80,2,.0395703334637094,.1154587844826252
United Kingdom,uk,gbr,81,2,.0472476719994989,.1158883401225083
United Kingdom,uk,gbr,82,2,.0614482251594741,.1078337036906173
United Kingdom,uk,gbr,83,2,.0717906514856464,.1087788519187534
United Kingdom,uk,gbr,84,2,.0422384036942778,.1161637545226162
United Kingdom,uk,gbr,85,2,.0255188765937631,.1152782031918347
United Kingdom,uk,gbr,86,2,.0780706499924616,.1130719536094276
United Kingdom,uk,gbr,87,2,.0248908971470702,.115616665574472
United Kingdom,uk,gbr,88,2,.0390326423925001,.1186239727545516
United Kingdom,uk,gbr,89,2,.081971328826068,.1154757552200609
United Kingdom,uk,gbr,90,2,.0546412116706134,.1144321772601981
United Kingdom,uk,gbr,91,2,.0319060690181547,.1190673899716988
United Kingdom,uk,gbr,92,2,.1009829447051065,.1110459216659243
United Kingdom,uk,gbr,93,2,.0486156521136803,.1186666136908134
United Kingdom,uk,gbr,94,2,.034755474208207,.1126195211350128
United Kingdom,uk,gbr,95,2,.0846214547425657,.1125082995950217
United Kingdom,uk,gbr,96,2,.0408698836643575,.1229744718255521
United Kingdom,uk,gbr,97,2,.1273693563229321,.1092576580299275
United Kingdom,uk,gbr,98,2,.0569671243108811,.109332888949066
United Kingdom,uk,gbr,99,2,.0433688175746084,.1102796150106628
United Kingdom,uk,gbr,100,2,.0557532523635622,.1138593839823004
United States,us,usa,1,1,.0775144536265952,.1103368077246237
United States,us,usa,2,1,.0617663944367874,.1241899273415018
United States,us,usa,3,1,.0493058402939674,.1391428589822533
United States,us,usa,4,1,.0472961001415645,.1472239865533645
United States,us,usa,5,1,.0547585880376479,.1473261850053492
United States,us,usa,6,1,.0541871172635871,.1521604173233156
United States,us,usa,7,1,.0583872854863187,.149014171424136
United States,us,usa,8,1,.0612496109933162,.1523959874128956
United States,us,usa,9,1,.0603859263074998,.1551061560383298
United States,us,usa,10,1,.0640443534077129,.1570960569291606
United States,us,usa,1,2,.0792951632630963,.1104146761399362
United States,us,usa,2,2,.,.
United States,us,usa,3,2,.,.
United States,us,usa,4,2,.,.
United States,us,usa,5,2,.,.
United States,us,usa,6,2,.,.
United States,us,usa,7,2,.,.
United States,us,usa,8,2,.,.
United States,us,usa,9,2,.0817518781229409,.1003941580479162
United States,us,usa,10,2,.0494050456811185,.1241796035780691
United States,us,usa,11,2,.0604808848224946,.1197970445099031
United States,us,usa,12,2,.0585771199406981,.1224700785480085
United States,us,usa,13,2,.0719723309710482,.1105055177652678
United States,us,usa,14,2,.0617097137419643,.1265944995207959
United States,us,usa,15,2,.0687822699987309,.12083597726508
United States,us,usa,16,2,.0644389688120295,.1249573134324956
United States,us,usa,17,2,.047694495441524,.1306385900900922
United States,us,usa,18,2,.0568180518347434,.12985143252979
United States,us,usa,19,2,.0676905572478436,.1260360952627674
United States,us,usa,20,2,.0593446197504622,.1299518787828397
United States,us,usa,21,2,.0600901276487875,.1324282619354571
United States,us,usa,22,2,.0450972018666961,.1354224522990395
United States,us,usa,23,2,.0399312567816313,.1416616737141432
United States,us,usa,24,2,.0545560202024173,.1343087596065098
United States,us,usa,25,2,.0606916519443597,.1385905738428279
United States,us,usa,26,2,.0466796390668353,.1379779939535178
United States,us,usa,27,2,.0457737941472393,.1440529219231223
United States,us,usa,28,2,.0462226384923984,.1382809610819628
United States,us,usa,29,2,.0411277017963357,.1435801535223763
United States,us,usa,30,2,.0510146443878372,.1457077452085945
United States,us,usa,31,2,.0382588103197116,.1499795371991906
United States,us,usa,32,2,.0518206716937925,.1423584658661709
United States,us,usa,33,2,.0485022517791911,.1437786799529866
United States,us,usa,34,2,.0416659030688419,.1519874792268547
United States,us,usa,35,2,.0411471568845927,.1488550160867538
United States,us,usa,36,2,.0477217781477473,.1536282907909456
United States,us,usa,37,2,.0617769891192816,.1413163573112885
United States,us,usa,38,2,.0522892596497474,.1434497744428594
United States,us,usa,39,2,.041414157953257,.1488449938005715
United States,us,usa,40,2,.0465303224670334,.1492098699967493
United States,us,usa,41,2,.0596371994792013,.1486962274253176
United States,us,usa,42,2,.0459800153235597,.1539974937062783
United States,us,usa,43,2,.050174215621244,.1423829976147524
United States,us,usa,44,2,.061295057269607,.1450867620287895
United States,us,usa,45,2,.0342069768379971,.1569012772479159
United States,us,usa,46,2,.0618619609988206,.1415805027407775
United States,us,usa,47,2,.0523433436838412,.1511140867278595
United States,us,usa,48,2,.0565005052259011,.1399910376799344
United States,us,usa,49,2,.0623123466426362,.1456562342317878
United States,us,usa,50,2,.0632742609525678,.1486338842999858
United States,us,usa,51,2,.0374267170833133,.1559728462730096
United States,us,usa,52,2,.0399700584403764,.1564322582322135
United States,us,usa,53,2,.0885003948477538,.1317391735279987
United States,us,usa,54,2,.0575686504725502,.1535959068288794
United States,us,usa,55,2,.0579357581334436,.1525744365819565
United States,us,usa,56,2,.0527846167343455,.151052493091053
United States,us,usa,57,2,.0600414937626925,.1544678250493592
United States,us,usa,58,2,.0559830346253614,.1525435914241203
United States,us,usa,59,2,.0440484696660688,.1513945750296329
United States,us,usa,60,2,.0477143189248821,.1617728867918239
United States,us,usa,61,2,.0977532673508269,.1332617749537925
United States,us,usa,62,2,.0450147068915937,.1506643994703561
United States,us,usa,63,2,.044145154345754,.1515038262762063
United States,us,usa,64,2,.0377409776022296,.1586714089448552
United States,us,usa,65,2,.0658843737272485,.1483770742518372
United States,us,usa,66,2,.0470055100341358,.1547611431664284
United States,us,usa,67,2,.0492143715914426,.1554435870825661
United States,us,usa,68,2,.0728913676358928,.13741975141691
United States,us,usa,69,2,.0571979096167506,.1527851681094801
United States,us,usa,70,2,.0670960740852413,.1471863652481976
United States,us,usa,71,2,.0707511036961519,.1469252243473492
United States,us,usa,72,2,.0560833799063204,.1576999752367749
United States,us,usa,73,2,.0540246317062092,.1528026057991203
United States,us,usa,74,2,.0706604322541765,.1481149771093363
United States,us,usa,75,2,.0628359104877708,.1540963181650981
United States,us,usa,76,2,.0598417450640435,.1513665672005647
United States,us,usa,77,2,.0865876390691813,.1476289439620566
United States,us,usa,78,2,.0472015365012686,.1597984571350709
United States,us,usa,79,2,.0575157448905247,.149426526850745
United States,us,usa,80,2,.0489036854974595,.1558244336467585
United States,us,usa,81,2,.0534629574042612,.1577793153550527
United States,us,usa,82,2,.0462482958259455,.1606927000047883
United States,us,usa,83,2,.0740116105377003,.1475443047597973
United States,us,usa,84,2,.0629677445488087,.1529523162532394
United States,us,usa,85,2,.0490428957469956,.1574252382916455
United States,us,usa,86,2,.0772592739270705,.1443583621059633
United States,us,usa,87,2,.0665493703054097,.1556960336277158
United States,us,usa,88,2,.0456016152582168,.1601901302528085
United States,us,usa,89,2,.0614506060771313,.1603458734390463
United States,us,usa,90,2,.0671523803994253,.1541089750376251
United States,us,usa,91,2,.0675328322436976,.1554460975007938
United States,us,usa,92,2,.0577344890181621,.1585516041225223
United States,us,usa,93,2,.0709457784565675,.1577813243580604
United States,us,usa,94,2,.0614753193010935,.1610643662740565
United States,us,usa,95,2,.0714631252409186,.1591575619196771
United States,us,usa,96,2,.0708886880619735,.1541497674652453
United States,us,usa,97,2,.0558355541630269,.157153942502206
United States,us,usa,98,2,.0611265904266997,.1579888002526718
United States,us,usa,99,2,.0579482450589347,.1564745841759938
United States,us,usa,100,2,.0654483309510345,.1531999707514382
