cname,iso2,iso3,group,grtype,anoemp,xnoemp
South Korea,kr,kor,10,2,.4056224315121323,.6482086980911134
South Korea,kr,kor,11,2,.4055536035111747,.6810517706975886
South Korea,kr,kor,12,2,.3647000270328546,.6923066254396791
South Korea,kr,kor,13,2,.3518359863430605,.6738651067436532
South Korea,kr,kor,14,2,.3537547076991632,.6302287237086979
South Korea,kr,kor,15,2,.3203994647690315,.7167755443288832
South Korea,kr,kor,16,2,.3617327617644142,.6876747693195773
South Korea,kr,kor,17,2,.3116647159756456,.6702731804124137
South Korea,kr,kor,18,2,.2954719294505072,.675632895068657
South Korea,kr,kor,19,2,.2773852392479678,.6770688812655379
South Korea,kr,kor,20,2,.2758130793443974,.6446325482417475
South Korea,kr,kor,21,2,.2696127285076993,.6434844913959087
South Korea,kr,kor,22,2,.2529926578613497,.6604489746544777
South Korea,kr,kor,23,2,.2377740911083878,.6402573075059812
South Korea,kr,kor,24,2,.2568545869985195,.6727995606223817
South Korea,kr,kor,25,2,.2525816553017529,.6564179161167552
South Korea,kr,kor,26,2,.2238361895867192,.6900533798914122
South Korea,kr,kor,27,2,.2273976115458353,.6564530689615296
South Korea,kr,kor,28,2,.2092245857363733,.6948534709469697
South Korea,kr,kor,29,2,.2237974416009687,.6554896303846099
South Korea,kr,kor,30,2,.2286601533359214,.6659440952554234
South Korea,kr,kor,31,2,.1859198696186125,.6359337595642564
South Korea,kr,kor,32,2,.2133831822985503,.6755092213697609
South Korea,kr,kor,33,2,.1796597279052578,.6360899535379879
South Korea,kr,kor,34,2,.1834008806952243,.5880265264066679
South Korea,kr,kor,35,2,.1928946733948464,.6393454700770147
South Korea,kr,kor,36,2,.1765545994597359,.6607197611813215
South Korea,kr,kor,37,2,.1835569807815479,.6566537568694515
South Korea,kr,kor,38,2,.1987347759224791,.616213254667354
South Korea,kr,kor,39,2,.1833748672801586,.6198986503979375
South Korea,kr,kor,40,2,.1754471477117596,.6188362972327168
South Korea,kr,kor,41,2,.1346339700200714,.6351130680101921
South Korea,kr,kor,42,2,.1569199320888048,.641803893586849
South Korea,kr,kor,43,2,.1720433044694876,.6400746862933797
South Korea,kr,kor,44,2,.1623789604897709,.6833712612287263
South Korea,kr,kor,45,2,.1701241990808302,.6302671065018656
South Korea,kr,kor,46,2,.1633343027999606,.6588216674836355
South Korea,kr,kor,47,2,.1524603602779402,.6753526493704467
South Korea,kr,kor,48,2,.140021162813659,.6321832661560811
South Korea,kr,kor,49,2,.1660928278048747,.6343197048940822
South Korea,kr,kor,50,2,.147778290180234,.6592345978766004
South Korea,kr,kor,51,2,.1658743497027655,.6243626226864821
South Korea,kr,kor,52,2,.147590891859393,.621603229269064
South Korea,kr,kor,53,2,.165015591629204,.6391992577438593
South Korea,kr,kor,54,2,.1242297302308247,.6872719053208187
South Korea,kr,kor,55,2,.1185402286838594,.6675194357355008
South Korea,kr,kor,56,2,.1512673615340179,.6688433001134401
South Korea,kr,kor,57,2,.1227343369385613,.6350948154650159
South Korea,kr,kor,58,2,.1056805961598238,.6411893824693643
South Korea,kr,kor,59,2,.1334354620641381,.6428005546610349
South Korea,kr,kor,60,2,.1302256037078529,.6958206320358733
South Korea,kr,kor,61,2,.1266980299170999,.6139391044972957
South Korea,kr,kor,62,2,.1065034564441896,.6583436813803464
South Korea,kr,kor,63,2,.1193576740923054,.6716098184083249
South Korea,kr,kor,64,2,.1436583739288572,.6465835251188787
South Korea,kr,kor,65,2,.124961295358802,.6561546508081836
South Korea,kr,kor,66,2,.1047275982403705,.6678996715323775
South Korea,kr,kor,67,2,.1094297851703886,.6697848372571922
South Korea,kr,kor,68,2,.096416639775425,.6847236280178274
South Korea,kr,kor,69,2,.1162978323486156,.6417673732561247
South Korea,kr,kor,70,2,.1066114388315223,.6669152345699545
South Korea,kr,kor,71,2,.1183861362569526,.6781062388319063
South Korea,kr,kor,72,2,.1136047790960412,.6438996682414876
South Korea,kr,kor,73,2,.0991989182273875,.7162938216882212
South Korea,kr,kor,74,2,.1051117276539059,.6661712085372669
South Korea,kr,kor,75,2,.0905372385742042,.7106851836543674
South Korea,kr,kor,76,2,.0977799506928623,.6539099881696356
South Korea,kr,kor,77,2,.0948561541193132,.6485380934527251
South Korea,kr,kor,78,2,.1000177369188234,.6451988161007041
South Korea,kr,kor,79,2,.0986396601752484,.6700187414164834
South Korea,kr,kor,80,2,.0940379700625278,.6181009577882357
South Korea,kr,kor,81,2,.0802602286986695,.6553099798293829
South Korea,kr,kor,82,2,.0974641560016111,.6750134401903121
South Korea,kr,kor,83,2,.0680001283663956,.6947911489381675
South Korea,kr,kor,84,2,.1014230615668372,.6441807716118356
South Korea,kr,kor,85,2,.0904290865079395,.6757772784240555
South Korea,kr,kor,86,2,.1121453237287393,.6722658681348403
South Korea,kr,kor,87,2,.0877137068717883,.6615322309567433
South Korea,kr,kor,88,2,.1175047928843537,.7095153403301432
South Korea,kr,kor,89,2,.077905234962215,.6918671571077661
South Korea,kr,kor,90,2,.0731785399597149,.6703962580949596
South Korea,kr,kor,91,2,.092635712560066,.6804549495954878
South Korea,kr,kor,92,2,.0753480959040918,.6557873113548351
South Korea,kr,kor,93,2,.0732833749538149,.6744548041049403
South Korea,kr,kor,94,2,.0805853261371722,.6811086571934795
South Korea,kr,kor,95,2,.07960476174242,.6664696975866906
South Korea,kr,kor,96,2,.0881510402298622,.691777324815205
South Korea,kr,kor,97,2,.0667409929540992,.7212989978316796
South Korea,kr,kor,98,2,.0820445788383967,.6774190204206374
South Korea,kr,kor,99,2,.1005520328694664,.6773092315408633
South Korea,kr,kor,100,2,.0991826722260428,.703426161697301
Japan,jp,jpn,1,1,.296208599515507,.7761012352103465
Japan,jp,jpn,2,1,.318074555822318,.8058643889781589
Japan,jp,jpn,3,1,.3283515259823251,.8065342581539262
Japan,jp,jpn,4,1,.3043754036280812,.7502602144150905
Japan,jp,jpn,5,1,.2087088121583309,.7512771487569658
Japan,jp,jpn,6,1,.1444649424603568,.7287970434083538
Japan,jp,jpn,7,1,.1195921796342456,.6719107140646222
Japan,jp,jpn,8,1,.1012749011281712,.6774829114317172
Japan,jp,jpn,9,1,.0895319998550469,.625293667870862
Japan,jp,jpn,10,1,.0975347917164928,.6406445801561332
Japan,jp,jpn,1,2,.2387702397642102,.716124212251061
Japan,jp,jpn,2,2,.1972823735066078,.8087495484269611
Japan,jp,jpn,3,2,.3133018905259007,.7467011857200385
Japan,jp,jpn,4,2,.2413453800433503,.8416899568186464
Japan,jp,jpn,5,2,.4311842301195157,.7740502743174197
Japan,jp,jpn,6,2,.4361439422992295,.7918390441714142
Japan,jp,jpn,7,2,.2414863006165427,.8514247169172399
Japan,jp,jpn,8,2,.2502216450677563,.7264944389792203
Japan,jp,jpn,9,2,.3204486706666081,.7759568291827191
Japan,jp,jpn,10,2,.2934028091492504,.71642005614624
Japan,jp,jpn,11,2,.3295314361974511,.7450627581192832
Japan,jp,jpn,12,2,.3273146552542039,.7962550527757458
Japan,jp,jpn,13,2,.3564240367117599,.8048283809366124
Japan,jp,jpn,14,2,.1870525020369873,.8435158987967647
Japan,jp,jpn,15,2,.3533557395246444,.8725403058094519
Japan,jp,jpn,16,2,.3163477172991148,.8163706683784007
Japan,jp,jpn,17,2,.2016295413854924,.7510010880200008
Japan,jp,jpn,18,2,.3334354024093077,.8572430982830805
Japan,jp,jpn,19,2,.4315941698673241,.720803255787088
Japan,jp,jpn,20,2,.3224894681141842,.8501463694661052
Japan,jp,jpn,21,2,.2241461359109656,.9005497684455165
Japan,jp,jpn,22,2,.4133904760161249,.7769548869236348
Japan,jp,jpn,23,2,.4195043643368311,.8850259426965528
Japan,jp,jpn,24,2,.2827419264619803,.7711461866742473
Japan,jp,jpn,25,2,.2651721690765329,.8112508008640814
Japan,jp,jpn,26,2,.3295923933175702,.683288033526902
Japan,jp,jpn,27,2,.4273136875228645,.871737899119962
Japan,jp,jpn,28,2,.2020564861483231,.7821184820470486
Japan,jp,jpn,29,2,.4477097918036222,.7793660258844456
Japan,jp,jpn,30,2,.286628719355194,.7877611921809698
Japan,jp,jpn,31,2,.3919164141350147,.7645341559082428
Japan,jp,jpn,32,2,.2672027049212706,.6632350698210275
Japan,jp,jpn,33,2,.3247345102549816,.7332403799831332
Japan,jp,jpn,34,2,.392214834081295,.7984430756643416
Japan,jp,jpn,35,2,.4251037406963843,.8471878316276235
Japan,jp,jpn,36,2,.3359266594172663,.7560581614773034
Japan,jp,jpn,37,2,.3031663130782546,.7614215467771549
Japan,jp,jpn,38,2,.1248016692266184,.6459440250161542
Japan,jp,jpn,39,2,.2520400671465904,.7776212134355039
Japan,jp,jpn,40,2,.1513639299985163,.7171271314590857
Japan,jp,jpn,41,2,.2321715095892269,.647178019156564
Japan,jp,jpn,42,2,.2147521188762739,.8844726350666776
Japan,jp,jpn,43,2,.2864491284745243,.6892199036012011
Japan,jp,jpn,44,2,.2778699246300713,.7782420793580909
Japan,jp,jpn,45,2,.1316520741841266,.7636204122576082
Japan,jp,jpn,46,2,.2151192066126798,.7778012843449477
Japan,jp,jpn,47,2,.1839921647029537,.8156678243630927
Japan,jp,jpn,48,2,.2325519512436455,.7178400330761654
Japan,jp,jpn,49,2,.1131693351747517,.7352183992752997
Japan,jp,jpn,50,2,.185790051683132,.7213284197619273
Japan,jp,jpn,51,2,.0989211359945461,.6247152914374506
Japan,jp,jpn,52,2,.1240520921806594,.7425696713435419
Japan,jp,jpn,53,2,.0941633922212522,.7620646621791216
Japan,jp,jpn,54,2,.217668708436311,.753008373709139
Japan,jp,jpn,55,2,.1511478008003152,.7057413040438546
Japan,jp,jpn,56,2,.1605599824262366,.6668230690835676
Japan,jp,jpn,57,2,.1679613327517263,.723839764763066
Japan,jp,jpn,58,2,.1832026969914846,.7523945470782951
Japan,jp,jpn,59,2,.181432318497327,.7740138247727414
Japan,jp,jpn,60,2,.0509244110284307,.7613187989184796
Japan,jp,jpn,61,2,.120878649681466,.6000234376130941
Japan,jp,jpn,62,2,.2047883744140579,.7191308067878199
Japan,jp,jpn,63,2,.1757860141939868,.6906361011970568
Japan,jp,jpn,64,2,.135174919021248,.8044569467927709
Japan,jp,jpn,65,2,.0978291596106917,.5494359489691198
Japan,jp,jpn,66,2,.0509660558674558,.8084018686578611
Japan,jp,jpn,67,2,.0949341809145646,.5850572895281626
Japan,jp,jpn,68,2,.0531074597186636,.6364979595843923
Japan,jp,jpn,69,2,.1425496130015978,.7232169991137883
Japan,jp,jpn,70,2,.1359865193230743,.6186917808142904
Japan,jp,jpn,71,2,.1716486777162365,.7317871246075333
Japan,jp,jpn,72,2,.1641030080283185,.7138104525625321
Japan,jp,jpn,73,2,.0452329969626961,.683799358204684
Japan,jp,jpn,74,2,.0956201621558271,.6684614627128989
Japan,jp,jpn,75,2,.1277363338464603,.796821724606551
Japan,jp,jpn,76,2,.0597897848290462,.6882570279145565
Japan,jp,jpn,77,2,.0917370194610103,.6487140491953751
Japan,jp,jpn,78,2,.0917548073613943,.5270018601689482
Japan,jp,jpn,79,2,.0314642464081227,.6467809132500215
Japan,jp,jpn,80,2,.0811316694601226,.6487875894044265
Japan,jp,jpn,81,2,.1025634850985477,.6553937052148282
Japan,jp,jpn,82,2,.066980795862763,.5990943354712309
Japan,jp,jpn,83,2,.0932100603069683,.592031626940281
Japan,jp,jpn,84,2,.0430156000560951,.6283002986692069
Japan,jp,jpn,85,2,.104704199792588,.5779023122789814
Japan,jp,jpn,86,2,.0690361540397938,.5447937906348935
Japan,jp,jpn,87,2,.1074751783778505,.7131743728927736
Japan,jp,jpn,88,2,.1394134764145865,.6495871714847963
Japan,jp,jpn,89,2,.0872880036856693,.627723534068038
Japan,jp,jpn,90,2,.0798735951749143,.6657887995696388
Japan,jp,jpn,91,2,.0464123163476112,.6362361514119533
Japan,jp,jpn,92,2,.0428012158846773,.6200906175852868
Japan,jp,jpn,93,2,.0574019148626295,.6144094868439132
Japan,jp,jpn,94,2,.1347176920178599,.6376750057192092
Japan,jp,jpn,95,2,.1909263197159343,.6853181154636225
Japan,jp,jpn,96,2,.0539632959619541,.6641359672435966
Japan,jp,jpn,97,2,.0966123809489474,.6272805432604072
Japan,jp,jpn,98,2,.0929497809368952,.6818795781520997
Japan,jp,jpn,99,2,.138132701974456,.6042668622076856
Japan,jp,jpn,100,2,.1120453143106326,.6361492167217611
United Kingdom,uk,gbr,1,1,.4318794990399346,.5686475395897009
United Kingdom,uk,gbr,2,1,.6496527165072252,.8102476778411787
United Kingdom,uk,gbr,3,1,.4841550626326152,.7275020385748699
United Kingdom,uk,gbr,4,1,.3665852763033178,.6671184579184954
United Kingdom,uk,gbr,5,1,.3115353980474458,.6444536641560169
United Kingdom,uk,gbr,6,1,.2400596670513968,.5913558113670822
United Kingdom,uk,gbr,7,1,.1861120113271298,.5604092886719817
United Kingdom,uk,gbr,8,1,.1409626894666332,.5188171685787958
United Kingdom,uk,gbr,9,1,.1296092407070583,.5083848157607167
United Kingdom,uk,gbr,10,1,.1083901273427983,.4735005405270166
United Kingdom,uk,gbr,1,2,.4318794990399346,.5686475395897009
United Kingdom,uk,gbr,2,2,.,.
United Kingdom,uk,gbr,3,2,.,.
United Kingdom,uk,gbr,4,2,.,.
United Kingdom,uk,gbr,5,2,.,.
United Kingdom,uk,gbr,6,2,.,.
United Kingdom,uk,gbr,7,2,.,.
United Kingdom,uk,gbr,8,2,.,.
United Kingdom,uk,gbr,9,2,.,.
United Kingdom,uk,gbr,10,2,.,.
United Kingdom,uk,gbr,11,2,.,.
United Kingdom,uk,gbr,12,2,.6644956089565369,.8189802561962237
United Kingdom,uk,gbr,13,2,.6983231815253316,.8176062717557255
United Kingdom,uk,gbr,14,2,.6007962452396003,.7791940795354342
United Kingdom,uk,gbr,15,2,.7287393792525533,.878931908353926
United Kingdom,uk,gbr,16,2,.6473303951389179,.7892880272368623
United Kingdom,uk,gbr,17,2,.6864552661820511,.8359024115620881
United Kingdom,uk,gbr,18,2,.6583272467127341,.8049301266969433
United Kingdom,uk,gbr,19,2,.5423010571347993,.7622886210192603
United Kingdom,uk,gbr,20,2,.627938359425511,.8079066444523029
United Kingdom,uk,gbr,21,2,.5395824154028029,.7077075714480153
