cname,iso2,iso3,group,grtype,mrpv5,mrpv6
Sweden,se,swe,72,2,.2308824565675436,.2620117746966953
Sweden,se,swe,73,2,.2908669388086632,.3229808263516272
Sweden,se,swe,74,2,.2653750561790461,.2982713049167303
Sweden,se,swe,75,2,.2836324198705516,.3159837152245354
Sweden,se,swe,76,2,.2495625804957074,.2813725355922747
Sweden,se,swe,77,2,.2373343602832335,.268940012715453
Sweden,se,swe,78,2,.2396998415409559,.2721866551223588
Sweden,se,swe,79,2,.2317378948492743,.2618943819327648
Sweden,se,swe,80,2,.2260022788360184,.2581908312346287
Sweden,se,swe,81,2,.2341802681703177,.2663856249411365
Sweden,se,swe,82,2,.2933542987807498,.3243802111974525
Sweden,se,swe,83,2,.2122229582464046,.2404194563494833
Sweden,se,swe,84,2,.1959648090150325,.2259090956298304
Sweden,se,swe,85,2,.2148949012051611,.2460607699101321
Sweden,se,swe,86,2,.1987562728782012,.226781253239012
Sweden,se,swe,87,2,.19385311390157,.2239785123311535
Sweden,se,swe,88,2,.2023866349342161,.2313385985170678
Sweden,se,swe,89,2,.2300119696422736,.2601993161531095
Sweden,se,swe,90,2,.208603454918406,.2371538984143193
Sweden,se,swe,91,2,.2177972942899685,.2463142556684871
Sweden,se,swe,92,2,.2300460928716762,.2600947139301539
Sweden,se,swe,93,2,.1765968102586096,.2041782181607165
Sweden,se,swe,94,2,.1978083132310466,.2258459504651353
Sweden,se,swe,95,2,.2019807373704514,.2285769211476041
Sweden,se,swe,96,2,.1974134725685494,.2241576810719899
Sweden,se,swe,97,2,.1599207597471573,.1869035974753429
Sweden,se,swe,98,2,.1900519708283858,.2190963973583774
Sweden,se,swe,99,2,.1980777923898775,.2270880089525244
Sweden,se,swe,100,2,.2347373388437484,.2643694097784476
South Korea,kr,kor,1,1,.5498208219266727,.6112075301253325
South Korea,kr,kor,2,1,.4245955986442608,.4884096595353488
South Korea,kr,kor,3,1,.3106521622398962,.3732576055583567
South Korea,kr,kor,4,1,.2493689818316606,.3100601425761915
South Korea,kr,kor,5,1,.2153574757580866,.2740497526258117
South Korea,kr,kor,6,1,.1938156332219156,.2512416331474182
South Korea,kr,kor,7,1,.1714225396183719,.2278187616754223
South Korea,kr,kor,8,1,.1617528247108367,.2172741033902182
South Korea,kr,kor,9,1,.1536980900586088,.2084679371282163
South Korea,kr,kor,10,1,.1540770871935591,.2091252707554192
South Korea,kr,kor,1,2,.4217762907165526,.484975713952137
South Korea,kr,kor,2,2,.5765814314038155,.6357721165416422
South Korea,kr,kor,3,2,.5639982412811761,.6253925524751424
South Korea,kr,kor,4,2,.6210892712910839,.6805387756967722
South Korea,kr,kor,5,2,.6033079917678209,.6627316824340419
South Korea,kr,kor,6,2,.5756797784186728,.6366378762626546
South Korea,kr,kor,7,2,.5520115776447233,.614846667976286
South Korea,kr,kor,8,2,.538417540628355,.6017308293515639
South Korea,kr,kor,9,2,.5481189590956397,.6102551185965048
South Korea,kr,kor,10,2,.498416470188107,.5603556175574154
South Korea,kr,kor,11,2,.5135237629388816,.5792070420275357
South Korea,kr,kor,12,2,.4624023068331324,.5257950221658814
South Korea,kr,kor,13,2,.4483167241184407,.5122660674401365
South Korea,kr,kor,14,2,.4402143603644282,.5049162791464658
South Korea,kr,kor,15,2,.4180725489648032,.481403371185346
South Korea,kr,kor,16,2,.4578512069992902,.521660043869305
South Korea,kr,kor,17,2,.4008923719839684,.4647081189521258
South Korea,kr,kor,18,2,.3717466583007557,.4347260622997228
South Korea,kr,kor,19,2,.3553770605601273,.4172377929664615
South Korea,kr,kor,20,2,.3783693310495254,.4430235369989103
South Korea,kr,kor,21,2,.3471465223486182,.4105629636816225
South Korea,kr,kor,22,2,.3288272972352401,.3922886415100629
South Korea,kr,kor,23,2,.3239909469251901,.3870947558183724
South Korea,kr,kor,24,2,.3209053340417999,.3832923856966067
South Korea,kr,kor,25,2,.3463190653437188,.4106959230922007
South Korea,kr,kor,26,2,.2949719457590871,.3582909549463543
South Korea,kr,kor,27,2,.2852752734574868,.3466638775539374
South Korea,kr,kor,28,2,.2791311511509588,.3396200697643514
South Korea,kr,kor,29,2,.2929238032497156,.3548927336197497
South Korea,kr,kor,30,2,.2870111295617028,.3491671100579756
South Korea,kr,kor,31,2,.2500246285765656,.3110800464583707
South Korea,kr,kor,32,2,.2598594296653691,.3205184883977532
South Korea,kr,kor,33,2,.2354170295955258,.2954023311363388
South Korea,kr,kor,34,2,.2587191285059555,.3208084408283096
South Korea,kr,kor,35,2,.2551903425987343,.3162008609632753
South Korea,kr,kor,36,2,.241726969566892,.3013176922636853
South Korea,kr,kor,37,2,.2368679232510767,.2968792629225799
South Korea,kr,kor,38,2,.2692707595091378,.3320990864720792
South Korea,kr,kor,39,2,.2480751126287616,.3082978419276275
South Korea,kr,kor,40,2,.238580389534128,.2980327736844039
South Korea,kr,kor,41,2,.2034504974745361,.2627207377682569
South Korea,kr,kor,42,2,.2257461675894785,.2851027389398786
South Korea,kr,kor,43,2,.2242658143127076,.2833945237036516
South Korea,kr,kor,44,2,.2136817192494889,.2708165386656417
South Korea,kr,kor,45,2,.2371078759517322,.2959567341091245
South Korea,kr,kor,46,2,.2135410161121742,.2708328480697487
South Korea,kr,kor,47,2,.2207627802749197,.2796536147402925
South Korea,kr,kor,48,2,.2032002775594798,.2621546673968925
South Korea,kr,kor,49,2,.2122947456134442,.2717391279849318
South Korea,kr,kor,50,2,.1998164771697678,.2584303852695005
South Korea,kr,kor,51,2,.216227276696027,.2759724858497111
South Korea,kr,kor,52,2,.2191511609979367,.2786433055180454
South Korea,kr,kor,53,2,.2157895656550448,.2746552583113947
South Korea,kr,kor,54,2,.185410844349448,.2416429251992314
South Korea,kr,kor,55,2,.1765455146660553,.2335906958196577
South Korea,kr,kor,56,2,.1933708640501159,.2508530161463933
South Korea,kr,kor,57,2,.1832023344790623,.2408749220224114
South Korea,kr,kor,58,2,.1627051158830533,.2180759471510615
South Korea,kr,kor,59,2,.1922117535298826,.2488366815877426
South Korea,kr,kor,60,2,.1934422585890823,.2491931363165843
South Korea,kr,kor,61,2,.1858734793120517,.2439993375076565
South Korea,kr,kor,62,2,.1706369726165201,.227140926940862
South Korea,kr,kor,63,2,.1792837287998887,.2347915287454659
South Korea,kr,kor,64,2,.1784431862938221,.236276559436489
South Korea,kr,kor,65,2,.1782082549840355,.2345405754403523
South Korea,kr,kor,66,2,.1776344926012351,.2339822260401439
South Korea,kr,kor,67,2,.1738763523264328,.2310519430130073
South Korea,kr,kor,68,2,.1482113164705102,.2028270850115362
South Korea,kr,kor,69,2,.165442571605348,.2221917618903475
South Korea,kr,kor,70,2,.1567167188216677,.211540254105848
South Korea,kr,kor,71,2,.175849659432042,.2318478992746726
South Korea,kr,kor,72,2,.1702378534370025,.2271687348739978
South Korea,kr,kor,73,2,.1695089514861665,.2244421065866391
South Korea,kr,kor,74,2,.1583402249628169,.2138420029849272
South Korea,kr,kor,75,2,.1511377967044002,.2049226334075305
South Korea,kr,kor,76,2,.1571625437607519,.2128819401492616
South Korea,kr,kor,77,2,.1530034758045722,.2081056675259635
South Korea,kr,kor,78,2,.1579336358625283,.213831437764428
South Korea,kr,kor,79,2,.1638199899890604,.2190687250551963
South Korea,kr,kor,80,2,.1604723632063169,.2165631346274267
South Korea,kr,kor,81,2,.146715989185604,.2008158958378166
South Korea,kr,kor,82,2,.1594800777690406,.2149628994616084
South Korea,kr,kor,83,2,.1303359076170144,.1838845258196664
South Korea,kr,kor,84,2,.1517105853671172,.207160117898604
South Korea,kr,kor,85,2,.1487633586300893,.2030862953758356
South Korea,kr,kor,86,2,.1680204669260776,.2240563985258043
South Korea,kr,kor,87,2,.1627872759450993,.2184258995347448
South Korea,kr,kor,88,2,.1747185160355369,.2291645819376007
South Korea,kr,kor,89,2,.1490906079561506,.2036582527409735
South Korea,kr,kor,90,2,.1454195345310718,.1995001711766725
South Korea,kr,kor,91,2,.153747196096503,.2083955157633219
South Korea,kr,kor,92,2,.147698383256919,.2021312674582897
South Korea,kr,kor,93,2,.1403739431918753,.1949135677624086
South Korea,kr,kor,94,2,.1486893073873959,.2031684735752081
South Korea,kr,kor,95,2,.156149044833852,.211320635314999
South Korea,kr,kor,96,2,.1586753237616151,.2143586780227593
South Korea,kr,kor,97,2,.1420471687734019,.1962498873206001
South Korea,kr,kor,98,2,.157340331402777,.212998727685884
South Korea,kr,kor,99,2,.1637941987306368,.2199548478211568
South Korea,kr,kor,100,2,.172176273370176,.227673767326371
Japan,jp,jpn,1,1,.195070529117056,.271854712678062
Japan,jp,jpn,2,1,.1953306152197807,.2725924215016091
Japan,jp,jpn,3,1,.1612028997399373,.2399134868895185
Japan,jp,jpn,4,1,.1638872780810472,.2409619419307154
Japan,jp,jpn,5,1,.1419686596705305,.209021599994516
Japan,jp,jpn,6,1,.1228672373841343,.1846760322726509
Japan,jp,jpn,7,1,.1199729204397936,.1790180932961454
Japan,jp,jpn,8,1,.120217669730245,.1777322985348567
Japan,jp,jpn,9,1,.1258049989483892,.1825446669125846
Japan,jp,jpn,10,1,.1268027888346806,.1821681117224193
Japan,jp,jpn,1,2,.1832228945586312,.2538750079131685
Japan,jp,jpn,2,2,.1738811189926307,.2413321597134412
Japan,jp,jpn,3,2,.2216299572228839,.2992089113937751
Japan,jp,jpn,4,2,.1714308074307576,.2432812079437256
Japan,jp,jpn,5,2,.2352082686890516,.3281884717943371
Japan,jp,jpn,6,2,.2107861718101433,.2993397658870032
Japan,jp,jpn,7,2,.1833395732872319,.2550400414915782
Japan,jp,jpn,8,2,.2213466399141213,.2953520889538948
Japan,jp,jpn,9,2,.1760350566537815,.2532821110233285
Japan,jp,jpn,10,2,.1795585725890868,.255719760438284
Japan,jp,jpn,11,2,.2141703872327035,.2942028708209708
Japan,jp,jpn,12,2,.1957686521431376,.2725802782079196
Japan,jp,jpn,13,2,.2327597855617618,.3106835530463848
Japan,jp,jpn,14,2,.1699466051985347,.2336838900468848
Japan,jp,jpn,15,2,.1898135105891919,.2707592683044634
Japan,jp,jpn,16,2,.1950664571652023,.2744583435842209
Japan,jp,jpn,17,2,.1575003661280238,.2245894599819777
Japan,jp,jpn,18,2,.1421716545719608,.2206566085915384
Japan,jp,jpn,19,2,.2822057625380209,.3727483964833309
Japan,jp,jpn,20,2,.1618346343241638,.2372254209557104
Japan,jp,jpn,21,2,.1371908788958975,.2077108179741677
Japan,jp,jpn,22,2,.1768830476590847,.2604480017394544
Japan,jp,jpn,23,2,.1668005687576441,.2537975893183267
Japan,jp,jpn,24,2,.1761879810423797,.2532525858143567
Japan,jp,jpn,25,2,.1488599594854046,.220059952571323
Japan,jp,jpn,26,2,.2165702993511508,.2962942747001019
Japan,jp,jpn,27,2,.1337559912716713,.2207161205173901
Japan,jp,jpn,28,2,.1386585403030862,.2064827342919948
Japan,jp,jpn,29,2,.1632493563178609,.2530415862094505
Japan,jp,jpn,30,2,.1583442430722469,.2336328711715203
Japan,jp,jpn,31,2,.2191022502049323,.30477887817749
Japan,jp,jpn,32,2,.1625878470710195,.237565843743691
Japan,jp,jpn,33,2,.2143671524521365,.2943873894609625
Japan,jp,jpn,34,2,.145109665405442,.2303621596218363
Japan,jp,jpn,35,2,.1609750786737962,.2496383194441446
Japan,jp,jpn,36,2,.192504876520418,.2744995092502322
Japan,jp,jpn,37,2,.1398919011702085,.2150772770640866
Japan,jp,jpn,38,2,.0953721339058333,.1533666083228774
Japan,jp,jpn,39,2,.1533321054301316,.2251218417752305
Japan,jp,jpn,40,2,.1221169413652148,.1840452538524363
Japan,jp,jpn,41,2,.160490212087236,.2349283242648708
Japan,jp,jpn,42,2,.1427095804560876,.210538312592129
Japan,jp,jpn,43,2,.1639082128886829,.23947929821506
Japan,jp,jpn,44,2,.1459173518346577,.2172382352353053
Japan,jp,jpn,45,2,.126549364130841,.1874375694066038
Japan,jp,jpn,46,2,.1572316410976611,.2250855712509669
Japan,jp,jpn,47,2,.1385328942686683,.2015897847371041
Japan,jp,jpn,48,2,.1375576385081481,.2089222161578307
Japan,jp,jpn,49,2,.1218353493960549,.1797823877411465
Japan,jp,jpn,50,2,.1273567071426914,.1881125452101522
Japan,jp,jpn,51,2,.1061252391023303,.1674335880340055
Japan,jp,jpn,52,2,.1270336069778389,.1907444488066673
Japan,jp,jpn,53,2,.1294626630099521,.1895492741546095
Japan,jp,jpn,54,2,.1255328455938431,.1914881011643877
Japan,jp,jpn,55,2,.1168217703553006,.1774767255864076
Japan,jp,jpn,56,2,.1298127662275511,.1929189478100227
Japan,jp,jpn,57,2,.1202821026640402,.1849732904589969
Japan,jp,jpn,58,2,.1252789392625848,.1851563839571847
Japan,jp,jpn,59,2,.1302004152728078,.1969484579589609
Japan,jp,jpn,60,2,.1130338743344516,.167145922085824
Japan,jp,jpn,61,2,.1242498492725249,.1854487234951415
Japan,jp,jpn,62,2,.145687502371653,.2118314646347495
Japan,jp,jpn,63,2,.1109947549264234,.1733180628983027
Japan,jp,jpn,64,2,.1069108051455829,.1637983982096516
Japan,jp,jpn,65,2,.1189993633252386,.176906623604601
Japan,jp,jpn,66,2,.1351076772385562,.191397926099159
Japan,jp,jpn,67,2,.1056165615268318,.1657060047963491
Japan,jp,jpn,68,2,.1067023317812301,.1554711769423089
Japan,jp,jpn,69,2,.1208770631206242,.1804435830117801
Japan,jp,jpn,70,2,.1277739938065827,.1916639103445104
Japan,jp,jpn,71,2,.1354295119291604,.1993401534681137
Japan,jp,jpn,72,2,.1441856774791248,.2052699740168108
Japan,jp,jpn,73,2,.1319028251246775,.185141765448269
Japan,jp,jpn,74,2,.1078044794367695,.164174229362594
Japan,jp,jpn,75,2,.1205363334120903,.1824007287054716
Japan,jp,jpn,76,2,.1189865829316325,.1744846202871513
Japan,jp,jpn,77,2,.1072233750212595,.1616287763719322
Japan,jp,jpn,78,2,.117626257981938,.1759317489223978
Japan,jp,jpn,79,2,.0953085422402588,.1472402507869986
Japan,jp,jpn,80,2,.1157532197139615,.170483952914931
Japan,jp,jpn,81,2,.119079523587831,.1782096682296649
Japan,jp,jpn,82,2,.1141864990736727,.1677768066911127
Japan,jp,jpn,83,2,.1405964381980684,.2013976145047414
Japan,jp,jpn,84,2,.1229158976863167,.1766087083589949
Japan,jp,jpn,85,2,.1404202083700902,.1973101170888242
Japan,jp,jpn,86,2,.1135738889246769,.1688536095517817
Japan,jp,jpn,87,2,.1273889891070192,.1847919606441111
Japan,jp,jpn,88,2,.1416022280336154,.1987093655290464
Japan,jp,jpn,89,2,.1211392765521965,.1778025590504177
Japan,jp,jpn,90,2,.1163311297662229,.1729244814053781
Japan,jp,jpn,91,2,.1184720802457502,.1723298992356135
Japan,jp,jpn,92,2,.1089428693754112,.1600067334491977
Japan,jp,jpn,93,2,.1194427129651464,.1694679671767022
Japan,jp,jpn,94,2,.136769998968442,.1982294085737433
Japan,jp,jpn,95,2,.1271825371465038,.1835879770313129
Japan,jp,jpn,96,2,.128711496258004,.1828548028265433
Japan,jp,jpn,97,2,.1102882397306073,.161136173914592
Japan,jp,jpn,98,2,.1229726125105176,.1775268855627868
Japan,jp,jpn,99,2,.1650841899423774,.2260209293401703
Japan,jp,jpn,100,2,.1301774036906078,.1905536136039517
United Kingdom,uk,gbr,1,1,.4720753645898296,.5100257152609112
United Kingdom,uk,gbr,2,1,.5739246540649551,.6186461892000921
United Kingdom,uk,gbr,3,1,.4802070532443901,.5240674156738782
United Kingdom,uk,gbr,4,1,.3924957572882304,.4346579220157437
United Kingdom,uk,gbr,5,1,.3521675431269962,.3928477918373012
United Kingdom,uk,gbr,6,1,.2972471962878097,.3357586369142198
United Kingdom,uk,gbr,7,1,.2638460365434365,.3003717230038648
United Kingdom,uk,gbr,8,1,.2388240235691374,.2741474961996114
United Kingdom,uk,gbr,9,1,.2258346803999788,.2598239512287832
United Kingdom,uk,gbr,10,1,.2133712025362235,.2477688684614086
United Kingdom,uk,gbr,1,2,.4720753645898296,.5100257152609112
United Kingdom,uk,gbr,2,2,.,.
United Kingdom,uk,gbr,3,2,.,.
United Kingdom,uk,gbr,4,2,.,.
United Kingdom,uk,gbr,5,2,.,.
United Kingdom,uk,gbr,6,2,.,.
United Kingdom,uk,gbr,7,2,.,.
United Kingdom,uk,gbr,8,2,.,.
United Kingdom,uk,gbr,9,2,.,.
United Kingdom,uk,gbr,10,2,.,.
United Kingdom,uk,gbr,11,2,.,.
United Kingdom,uk,gbr,12,2,.5806820192202753,.6244460572582676
United Kingdom,uk,gbr,13,2,.5920069368898062,.6360125182142387
United Kingdom,uk,gbr,14,2,.5372315192368481,.5797526555750379
United Kingdom,uk,gbr,15,2,.6084038807217064,.6540556593798553
United Kingdom,uk,gbr,16,2,.5912443971934959,.6352566050329622
United Kingdom,uk,gbr,17,2,.5783824093689196,.624442193610982
United Kingdom,uk,gbr,18,2,.5908036156801452,.6361783929465668
United Kingdom,uk,gbr,19,2,.528604522097445,.5735733001211927
United Kingdom,uk,gbr,20,2,.5611964560789479,.6072746297375563
United Kingdom,uk,gbr,21,2,.547672709870353,.5921489437238641
