cname,iso2,iso3,group,grtype,abhlth,xbhlth
United Kingdom,uk,gbr,22,2,.0517170746426996,.1489477400696111
United Kingdom,uk,gbr,23,2,.0456151298938164,.1484975509754348
United Kingdom,uk,gbr,24,2,.053339262226251,.1586730779293435
United Kingdom,uk,gbr,25,2,.0572691866101065,.1316812358042235
United Kingdom,uk,gbr,26,2,.0371762874597712,.1447649867527553
United Kingdom,uk,gbr,27,2,.057209313549565,.1580522022422353
United Kingdom,uk,gbr,28,2,.0284684248987028,.1585789923184865
United Kingdom,uk,gbr,29,2,.0406508625671132,.1585264178591966
United Kingdom,uk,gbr,30,2,.0396801527574874,.1472396781422214
United Kingdom,uk,gbr,31,2,.0398854319778822,.1502712596128794
United Kingdom,uk,gbr,32,2,.0377848247274007,.1361351510570855
United Kingdom,uk,gbr,33,2,.0339532731585247,.1476457620890283
United Kingdom,uk,gbr,34,2,.0375699519562482,.144014058932308
United Kingdom,uk,gbr,35,2,.0255495950235568,.1552903882526637
United Kingdom,uk,gbr,36,2,.0360744385740557,.1228711496536345
United Kingdom,uk,gbr,37,2,.0358483319285505,.1376357730106184
United Kingdom,uk,gbr,38,2,.0390588576271627,.1444630340077988
United Kingdom,uk,gbr,39,2,.0367881671256791,.1345649401139739
United Kingdom,uk,gbr,40,2,.0384981590638951,.1492360379959813
United Kingdom,uk,gbr,41,2,.0335845090230857,.1448251671379358
United Kingdom,uk,gbr,42,2,.0348580298549472,.1499322749504661
United Kingdom,uk,gbr,43,2,.0316446164871348,.1482540722158223
United Kingdom,uk,gbr,44,2,.0280936613771828,.1433305313008288
United Kingdom,uk,gbr,45,2,.0363982236393038,.1518242103655407
United Kingdom,uk,gbr,46,2,.0237376402917616,.1505577771161005
United Kingdom,uk,gbr,47,2,.0359652382994162,.1316625770232774
United Kingdom,uk,gbr,48,2,.0462874708072947,.132446871933044
United Kingdom,uk,gbr,49,2,.0278947922986994,.1448557442153915
United Kingdom,uk,gbr,50,2,.0162008894772216,.1443318149906553
United Kingdom,uk,gbr,51,2,.024978166278244,.1435581626230531
United Kingdom,uk,gbr,52,2,.034200085389807,.1459821405796166
United Kingdom,uk,gbr,53,2,.0309760617629472,.1320667647392597
United Kingdom,uk,gbr,54,2,.0316162175661653,.1348231787231952
United Kingdom,uk,gbr,55,2,.0228509286276114,.1541082718083858
United Kingdom,uk,gbr,56,2,.0211418424489038,.1314649340670918
United Kingdom,uk,gbr,57,2,.0229869848957759,.1229478587959357
United Kingdom,uk,gbr,58,2,.0278747851277202,.1429809477570986
United Kingdom,uk,gbr,59,2,.0240026214112206,.1356828312994245
United Kingdom,uk,gbr,60,2,.0244099490087224,.1131307444498876
United Kingdom,uk,gbr,61,2,.0273542744081611,.1331072395417295
United Kingdom,uk,gbr,62,2,.0157545886692475,.1538233293646483
United Kingdom,uk,gbr,63,2,.0194760225805989,.1436339018422973
United Kingdom,uk,gbr,64,2,.021612624762818,.1537495960341049
United Kingdom,uk,gbr,65,2,.0215562854771482,.1379548785334005
United Kingdom,uk,gbr,66,2,.019646163054473,.1278470653765674
United Kingdom,uk,gbr,67,2,.0162311295891287,.1331558524010466
United Kingdom,uk,gbr,68,2,.0228320509571356,.1183700684058284
United Kingdom,uk,gbr,69,2,.0153299778206721,.0898958475051484
United Kingdom,uk,gbr,70,2,.014762835155792,.1274554259833004
United Kingdom,uk,gbr,71,2,.0176960079569757,.1235280172393562
United Kingdom,uk,gbr,72,2,.0173758498634049,.1154319480298084
United Kingdom,uk,gbr,73,2,.0168481301852591,.1263293686767115
United Kingdom,uk,gbr,74,2,.0181772593811833,.1330090306446289
United Kingdom,uk,gbr,75,2,.0121474417689541,.1215601079691903
United Kingdom,uk,gbr,76,2,.01819379939045,.1436902553316564
United Kingdom,uk,gbr,77,2,.0223743729953919,.1240615598974069
United Kingdom,uk,gbr,78,2,.0122816724209526,.137950288523769
United Kingdom,uk,gbr,79,2,.019458444876979,.1221142922786635
United Kingdom,uk,gbr,80,2,.0151383217749597,.1328326670581521
United Kingdom,uk,gbr,81,2,.0168765178768893,.1469337587820514
United Kingdom,uk,gbr,82,2,.0209846627821046,.1193126606297107
United Kingdom,uk,gbr,83,2,.0171012062341034,.1173308490392182
United Kingdom,uk,gbr,84,2,.0224439382604899,.1362726143540027
United Kingdom,uk,gbr,85,2,.0204125398919223,.1366833948822267
United Kingdom,uk,gbr,86,2,.0122648622923502,.1347018686607561
United Kingdom,uk,gbr,87,2,.0115693525436858,.1197234323023231
United Kingdom,uk,gbr,88,2,.0205440305887971,.1232538927961953
United Kingdom,uk,gbr,89,2,.0124189139193458,.1199616951939161
United Kingdom,uk,gbr,90,2,.0111717247269063,.137268551154801
United Kingdom,uk,gbr,91,2,.0112990121431454,.1263602403410536
United Kingdom,uk,gbr,92,2,.0131851041857655,.1219612709042969
United Kingdom,uk,gbr,93,2,.0129124700104778,.1306426687335021
United Kingdom,uk,gbr,94,2,.0130135393136841,.1291823468962028
United Kingdom,uk,gbr,95,2,.0099841460857629,.1359772202362587
United Kingdom,uk,gbr,96,2,.0101914178033438,.1302386917530853
United Kingdom,uk,gbr,97,2,.0149981475812099,.1347561057630311
United Kingdom,uk,gbr,98,2,.0233879718940346,.123743379543174
United Kingdom,uk,gbr,99,2,.0152718699422341,.1222031346935723
United Kingdom,uk,gbr,100,2,.0133062508721811,.1274538120294565
United States,us,usa,1,1,.1321447472524551,.242208343808534
United States,us,usa,2,1,.1040047879306221,.2648467954533703
United States,us,usa,3,1,.0628472840867038,.2475281167237915
United States,us,usa,4,1,.0480364382946186,.2387302619061633
United States,us,usa,5,1,.0432476176732256,.2313614752142051
United States,us,usa,6,1,.0376190700998439,.2321363607478654
United States,us,usa,7,1,.0404989128016105,.2257137605159883
United States,us,usa,8,1,.036162704451346,.2328433425608707
United States,us,usa,9,1,.0355411137611768,.2410292114479487
United States,us,usa,10,1,.0349775439698108,.2511076881024061
United States,us,usa,1,2,.129582589698495,.2395970054283859
United States,us,usa,2,2,.,.
United States,us,usa,3,2,.,.
United States,us,usa,4,2,.,.
United States,us,usa,5,2,.,.
United States,us,usa,6,2,.,.
United States,us,usa,7,2,.,.
United States,us,usa,8,2,.,.
United States,us,usa,9,2,.162738523676383,.2327325309328063
United States,us,usa,10,2,.1179880584671642,.2882837266098675
United States,us,usa,11,2,.1283161805915452,.279613347873693
United States,us,usa,12,2,.1350266670103847,.2888952851400015
United States,us,usa,13,2,.1357901275889861,.2571663284690409
United States,us,usa,14,2,.104698567280618,.2809587903993893
United States,us,usa,15,2,.1027431332151022,.2624945239830564
United States,us,usa,16,2,.0954349262187454,.2548029762862349
United States,us,usa,17,2,.0862437570229576,.2631179165563395
United States,us,usa,18,2,.0805910742150978,.2596889965508933
United States,us,usa,19,2,.0903017219341644,.2485570210404477
United States,us,usa,20,2,.0824983102355657,.2542113783378136
United States,us,usa,21,2,.0750783286739008,.2482778940342646
United States,us,usa,22,2,.0714168991369567,.2561807606458165
United States,us,usa,23,2,.0659782175651118,.2561943664386487
United States,us,usa,24,2,.0720204526201138,.2402405109464862
United States,us,usa,25,2,.0643001821597636,.2493302347037832
United States,us,usa,26,2,.0654235198472095,.2434698584405438
United States,us,usa,27,2,.0521753429387167,.2461498428270002
United States,us,usa,28,2,.054586631310696,.2354622644178281
United States,us,usa,29,2,.0554533583523502,.2466411838203301
United States,us,usa,30,2,.0523018316664194,.2542003507065014
United States,us,usa,31,2,.0390153110834148,.2462325815198553
United States,us,usa,32,2,.0614777766530308,.2418256735250886
United States,us,usa,33,2,.0543842880166421,.2384427258606567
United States,us,usa,34,2,.0460827721713336,.2387542348375437
United States,us,usa,35,2,.0434132086581251,.2450755948860185
United States,us,usa,36,2,.0462112282366459,.2430843046678718
United States,us,usa,37,2,.0551671586449937,.2339359849071227
United States,us,usa,38,2,.0475022807788203,.2306963480464823
United States,us,usa,39,2,.0481362478966966,.2387424344101602
United States,us,usa,40,2,.0391873774330893,.2320652389378723
United States,us,usa,41,2,.0499197969238779,.2346637970532574
United States,us,usa,42,2,.0288875918469471,.2538564152521973
United States,us,usa,43,2,.048270024351477,.2195416153375475
United States,us,usa,44,2,.0505067563316896,.2246403918383356
United States,us,usa,45,2,.0323990002676001,.2436035692055888
United States,us,usa,46,2,.0484259588723926,.2212758790351118
United States,us,usa,47,2,.0410409432752388,.2363181499191263
United States,us,usa,48,2,.0517137458246401,.2121432076032627
United States,us,usa,49,2,.0401733923202378,.2295663844455885
United States,us,usa,50,2,.0410708199921681,.2390374532035057
United States,us,usa,51,2,.0325609144783513,.2306155462339796
United States,us,usa,52,2,.0307282440898919,.2334429006600571
United States,us,usa,53,2,.0553142303724112,.2006802099355775
United States,us,usa,54,2,.0424452938122657,.2375690722811369
United States,us,usa,55,2,.0348054018801729,.2406628058149556
United States,us,usa,56,2,.0354310196033675,.2379359247220892
United States,us,usa,57,2,.0411994038657772,.2279142041540133
United States,us,usa,58,2,.0349420511408468,.2369047408079208
United States,us,usa,59,2,.0374318956569104,.2270544430747626
United States,us,usa,60,2,.0313105327530516,.2485425887041174
United States,us,usa,61,2,.0576325417566414,.1983210584939397
United States,us,usa,62,2,.0388145188873534,.2330295284272095
United States,us,usa,63,2,.0376005052236735,.228777751962156
United States,us,usa,64,2,.0309845465314481,.2395897848555453
United States,us,usa,65,2,.0441932671908813,.214092349822382
United States,us,usa,66,2,.0368315489720567,.2432871988234805
United States,us,usa,67,2,.0347834339696521,.2343096712072535
United States,us,usa,68,2,.0534675689161857,.2082751914403138
United States,us,usa,69,2,.0346502641589502,.2297242103252959
United States,us,usa,70,2,.0360937390143312,.227669630370937
United States,us,usa,71,2,.0385740686236079,.2109721369240843
United States,us,usa,72,2,.0277878436087217,.2426066529496324
United States,us,usa,73,2,.0373390196239341,.2419244997164016
United States,us,usa,74,2,.0427543590825947,.2209241648010732
United States,us,usa,75,2,.0338628401456893,.2512862972306392
United States,us,usa,76,2,.0372944781651874,.2248783072552131
United States,us,usa,77,2,.0409161691407987,.2248246574357018
United States,us,usa,78,2,.0303402942731826,.2443235360367043
United States,us,usa,79,2,.0401128696708649,.2229325983794601
United States,us,usa,80,2,.0329189064717194,.2437040521106451
United States,us,usa,81,2,.0344658330673747,.2387217258225044
United States,us,usa,82,2,.0296664592097579,.2404906218925595
United States,us,usa,83,2,.0379653261107259,.2295982230004215
United States,us,usa,84,2,.0372037155241224,.2390992601605484
United States,us,usa,85,2,.0331056113024485,.2496931901783315
United States,us,usa,86,2,.0518451028534253,.2297517827427418
United States,us,usa,87,2,.0335603932011592,.248360286921134
United States,us,usa,88,2,.0330003253667176,.2526003980274648
United States,us,usa,89,2,.0309023111281335,.2466363999779569
United States,us,usa,90,2,.033671664666684,.2354032505610434
United States,us,usa,91,2,.0313576630214197,.2573075775872891
United States,us,usa,92,2,.0332892937978738,.2431390593868356
United States,us,usa,93,2,.0327768461747157,.2555212525563794
United States,us,usa,94,2,.0344923595968406,.2484343856333815
United States,us,usa,95,2,.0349709850328446,.2430158738206076
United States,us,usa,96,2,.0394887544680558,.2587694759682022
United States,us,usa,97,2,.0344460215752511,.2518928424022227
United States,us,usa,98,2,.0361089078757536,.253623253823885
United States,us,usa,99,2,.0339139264189221,.2482883404871216
United States,us,usa,100,2,.03894430693373,.2510345064109289
